Municipio,Codigo_DANE,Documento,ID_Proyecto,Nombre_Proyecto,Codigos_MGA,Indicador de Producto(MGA),Productos,Calificacion,Justificacion
Cajicá,25126,SisPT – Plan indicativo - Productos,6-9,"Elaborar los estudios técnicos, ﬁnanciera, administrativos y jurídicos para la implementación del cobro de la plusvalía en los eventos permitidos por la Ley (incremento del valor del predio, por efecto de actos administrativos)","400103900, 400104200, 400302700, 400201603, 450200110",Vivienda de Interés Prioritario construidas; Vivienda de Interés Social construidas; Conexiones Intradomiciliarias apoyadas financieramente; Documentos de formulación del Plan de Ordenamiento Departamental elaborados; Instancias formales y no formales de participación fortalecidas,49.Gestionar la adquisición de 1 predio para el desarrollo de un proyecto de Vivienda de Interés Prioritario; 50. Gestionar la construcción de 1 proyecto de Vivienda de Interés Prioritario y / o Social en el cuatrienio; 28. Realizar 1 gestión con otros niveles de gobierno para desarrollar alternativas de abastecimiento municipal como concesión de aguas. SRB orden 4.34; 46. Elaborar e implementar 1 Plan anual para el desarrollo de las actividades de planificación del territorio. SRB ORDEN 4.10; 300. Desarrollar 1 estrategia anual para la suscripción de Convenios Solidarios con las Juntas de Acción Comunal legalizadas,1,"Los productos seleccionados facilitan aspectos relacionados con la gestión del suelo y la vivienda, aunque no cumplen completamente con el objetivo del proyecto. Se asigna calificación 1 por su relevancia funcional."
Cajicá,25126,SisPT – Plan indicativo - Productos,6-10,"Realización y ejecución de un plan de capacitaciones a nivel municipal dentro del concepto de economías de escala para el fortalecimiento de la capacidad administrativa y técnica de las diferentes secretarias municipales (secretarías de hacienda – dirección de control interno) ejecutado, liderado por la asociación de municipios.","450203400, 450200110, 250101700, 450301700, 450202208","Personas capacitadas; Instancias formales y no formales de participación fortalecidas; Políticas públicas de control y vigilancia fiscal con procesos de seguimiento realizados; Estudios de riesgo de desastres elaborados; Personas asistidas técnicamente para el ejercicio del control social, rendición de cuentas y participación ciudadana","298. Implementar 1 estrategia anual de capacitación, formación y fortalecimiento de las Juntas de Acción comunal - JAC; 300. Desarrollar 1 estrategia anual para la suscripción de Convenios Solidarios con las Juntas de Acción Comunal legalizadas; 334. Elaborar e Implementar 1 estrategia anual para el seguimiento, monitoreo, evaluación y rendición de cuentas de las políticas públicas y planes sectoriales del municipio; 272. Realizar 1 estrategia para la mitigación del riesgo; 309. Fortalecer 1 Red Municipal de Veedurías de Cajicá",2,"Los productos seleccionados contribuyen a la capacitación y fortalecimiento de capacidades en el ámbito municipal, alineándose con el objetivo del proyecto de formación y capacitación de funcionarios."
Cajicá,25126,SisPT – Plan indicativo - Productos,6-11,"Diseño, desarrollo e implementación de mecanismos de rendición de cuentas e información administrativa y ﬁnanciera abierta a nivel provincial.","250101700, 250100401, 450203200, 450300201, 190501505",Políticas públicas de control y vigilancia fiscal con procesos de seguimiento realizados; Estrategias implementadas; Documentos de lineamientos técnicos realizados; Campañas de educación para la prevención y atención de desastres desarrolladas; Planes estratégicos elaborados,"334. Elaborar e Implementar 1 estrategia anual para el seguimiento, monitoreo, evaluación y rendición de cuentas de las políticas públicas y planes sectoriales del municipio; 333. Establecer 1 estrategia anual de seguimiento, monitoreo, evaluación y rendición de cuentas del Plan de Desarrollo Municipal; 257. Implementar al 100% el plan de acción anual del Plan de Bienestar dirigido a los funcionarios de la Alcaldía Municipal; 273. Implementar 1 campaña anual en cultura de prevención y atención de desastres para la comunidad Cajiqueña; 173. Implementar en el municipio de Cajicá 1 estrategia de ciudades, entornos, ruralidades saludables y sustentables (CERSS).",2,"Los productos seleccionados son relevantes para la rendición de cuentas y el seguimiento de políticas públicas, aunque no todos cumplen con todos los requerimientos del proyecto."
Chía,25175,SisPT – Plan indicativo - Productos,1-1,Estudio de crecimiento de la huella urbana de los municipios de la provincia.,"320600200, 459900600, 400201600",Documentos de lineamientos técnicos realizados; Estudios de preinversión elaborados; Documentos de planeación elaborados,SI PERSONALIZADO. Documentos de planeación con la propuesta de acciones de mitigación y adaptación al cambio climático diseñadosMETA53; No personalizado. Meta 261. Elaboración de Estudios y diseños de infraestructura comunal; META.143No personalizado,1,"Los productos seleccionados facilitan el cumplimiento del objetivo del proyecto al proporcionar información y lineamientos técnicos, aunque no cumplen con todos los requerimientos específicos."
Chía,25175,SisPT – Plan indicativo - Productos,1-2,"Estudio para deﬁnir la estructura ecológica principal de la provincia (ecosistemas naturales, fuentes hídricas, áreas de protección, amenazas naturales y zonas de riesgo).","320600200, 390500600, 400201600",Documentos de lineamientos técnicos realizados; Documentos de lineamientos técnicos realizados; Documentos de planeación elaborados,SI PERSONALIZADO. Documentos de planeación con la propuesta de acciones de mitigación y adaptación al cambio climático diseñadosMETA53; META198Personalizado: Documentos de investigación elaborados; META.143No personalizado,1,"Los productos seleccionados facilitan la planificación y la implementación de acciones que pueden contribuir a la identificación y conservación de áreas ambientales, aunque no cumplen directamente con el objetivo del proyecto."
Chía,25175,SisPT – Plan indicativo - Productos,1-3,"Estudios de vulnerabilidad ante los impactos observados y esperados del cambio climático, como son: inundaciones, sequías, ascenso del nivel del mar, aumento de la temperatura, disminución de las lluvias y de las fuentes de suministro de agua.",320600200,Documentos de lineamientos técnicos realizados,SI PERSONALIZADO. Documentos de planeación con la propuesta de acciones de mitigación y adaptación al cambio climático diseñadosMETA53,1,"El producto facilita el cumplimiento del objetivo del proyecto al ofrecer lineamientos técnicos para la adaptación al cambio climático, aunque no cumple con todos los requerimientos."
Chía,25175,SisPT – Plan indicativo - Productos,1-4,Armonización de los instrumentos de política pública relacionados con la gestión de recursos ambientales,320600200,Documentos de lineamientos técnicos realizados,SI PERSONALIZADO. Documentos de planeación con la propuesta de acciones de mitigación y adaptación al cambio climático diseñadosMETA53,1,"El producto facilita el cumplimiento del objetivo del proyecto al proporcionar lineamientos técnicos, pero no cumple con todos los requerimientos establecidos."
Chía,25175,SisPT – Plan indicativo - Productos,1-5,Diseño de un Modelo Integral para la Ocupación Sostenible del Territorio de la Provincia Sabana Centro,320600200,Documentos de lineamientos técnicos realizados,SI PERSONALIZADO. Documentos de planeación con la propuesta de acciones de mitigación y adaptación al cambio climático diseñadosMETA53,1,"El producto facilita el cumplimiento del objetivo del proyecto al proporcionar lineamientos técnicos, pero no cumple con todos los requerimientos específicos."
Chía,25175,SisPT – Plan indicativo - Productos,1-6,Construcción de una agenda conjunta para la reducción de GEI y gestión del riesgo,"320600200, 320305000",Documentos de lineamientos técnicos realizados; Áreas protegidas,SI PERSONALIZADO. Documentos de planeación con la propuesta de acciones de mitigación y adaptación al cambio climático diseñadosMETA53; Estrategias desarrolladasMETA50,2,"Los productos seleccionados facilitan la implementación de acciones para mitigar el cambio climático y gestionar el riesgo, aunque no cumplen completamente con todos los requerimientos del proyecto."
Chía,25175,SisPT – Plan indicativo - Productos,1-7,Promoción y fortalecimiento del programa “Multiplicadores de Conciencia Ambiental”,"330108701, 450200113",Personas capacitadas; Estrategias de promoción a la participación ciudadana implementadas,META201Personalizado: Personas beneficiadas en los programas ofrecidos; META255No personalizado,1,"Los productos seleccionados facilitan la participación ciudadana, que es clave para el objetivo del proyecto, aunque no cumplen completamente con los requerimientos establecidos."
Chía,25175,SisPT – Plan indicativo - Productos,1-8,Formulación del proyecto Sistema de parques eco-turísticos y corredores verdes,400202000,Espacio publico adecuado,META.140 No personalizado,1,"El producto facilita la creación de espacio público, pero no cumple con el objetivo de ecoturismo ni con todos los requerimientos del proyecto."
Chía,25175,SisPT – Plan indicativo - Productos,1-9,Estudios y diseños del macro proyecto paisajístico Parque Lineal Río Bogotá,"320600200, 430103100",Documentos de lineamientos técnicos realizados; Estudios y diseños elaborados,SI PERSONALIZADO. Documentos de planeación con la propuesta de acciones de mitigación y adaptación al cambio climático diseñadosMETA53; META224Personalizado: Estudios y diseños elaborados,2,"Los productos seleccionados contribuyen a la planificación y ejecución del proyecto, alineándose con los objetivos de protección y aprovechamiento ambiental del río Bogotá."
Chía,25175,SisPT – Plan indicativo - Productos,1-10,Formulación de un programa regional para la gestión y aprovechamiento económico integral de residuos,NA,NA,NA,0,"No hay productos relacionados con el objetivo del proyecto, por lo que no se puede asignar una calificación positiva."
Chía,25175,SisPT – Plan indicativo - Productos,1-11,Proyecto: Estudio de la calidad del agua en acueductos rurales de los municipios de la provincia,"400300900, 390500600, 459901800",Usuarios conectados a la red de servicio de acueducto; Documentos de lineamientos técnicos realizados; Documentos de lineamientos técnicos realizados,No personalizado. Meta 162. Beneficiar a 30.812 suscriptores de estratos 1 y 2 con el programa de mínimo vital de agua en el cuatrienio; META198Personalizado: Documentos de investigación elaborados; No personalizado. Meta 263. Realizar un (1) estudio de reorganización administrativa,1,"Los productos seleccionados facilitan la gestión del agua y la mejora de infraestructura, aunque no cumplen directamente con el objetivo del proyecto."
